Result file for: SPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9/6/2016 2:14:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Response codes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0: No response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1: False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2: False Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: User was unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4: Correct positive response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5: Correct negative response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responses:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAV #15:,-,-,0,-,-,0,-,0,-,-,0,273.997,1,-,0,393.993,1,-,-,0,-,0,564.018,1,-,-,0,713.997,-,1,784.026,1,-,-,0,894.014,
UAV #16:,12.997,53.021,2,93.006,-,1,-,0,-,-,0,-,0,-,0,-,0,-,-,0,-,0,-,0,-,-,0,-,-,0,-,0,-,-,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Score Breakdown,Count,Score Subtotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of correct positive responses (100 points each),86,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of correct negative responses (100 points each),271,27100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of false positive responses (-100 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of false negative responses (-100 points each),31,-3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of 'unsure' responses (30 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of non-responses (0 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of nUAVS shot down (-600 points each),2,-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reaction Time Breakdown,Count,Score Subtotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses under 1.0 second (50 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 1.0 and 2.0 seconds (40 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 2.0 and 3.0 seconds (30 points each),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 3.0 and 4.0 seconds (20 points each),1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 4.0 and 5.0 seconds (0 points each),9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 5.0 and 6.0 seconds (0 points each),11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 6.0 and 7.0 seconds (0 points each),17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 7.0 and 8.0 seconds (0 points each),20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 8.0 and 9.0 seconds (0 points each),21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# responses between 9.0 and 10.0 seconds (0 points each),8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont' forget to add 25 points for each relevant chat response!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final Subtotal Score:,31420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chat History:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0:00] HQ: Beginning Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0:22] HQ: Was UAV 5 Headed for the NFZ? -Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0:33] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1:01] HQ: Have You Detected Any Targets Yet?-Respond (Yes/No),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1:03] You: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1:27] HQ: You just lost UAV #10 because it flew into a No Fly Zone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1:47] HQ: You just lost UAV #16 because it flew into a No Fly Zone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1:59] HQ: General Status Update-Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2:00] You: Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2:41] HQ: Detected One UAV Loss- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2:45] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3:20] HQ: Have You Detected Any Fuel Leaks Yet?-Respond (Yes/No),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3:23] You: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4:31] HQ: Detected One Missed Chat Message- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4:36] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6:29] HQ: Was UAV 16 Ever RR?- Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6:39] You: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6:51] HQ: Detected A Successful Reroute- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6:59] You: Confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7:31] HQ: General Status Update-Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7:34] You: Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8:12] HQ: Detected One UAV Loss- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8:16] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8:28] HQ: Have You Detected Any Fuel Leaks Yet?-Respond (Yes/No),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8:32] You: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
